rec_id,recommendation_label,recommendation_stage,recommendation_source_lines,recommendation_source_section,doc_ref_num,doc_short_name,doc_type,doc_year,doc_reference_raw_excerpt,pair_score,direct_ref_in_recommendation_unit,direct_alias_in_recommendation_text,recommendation_inline_citations,theme_overlap_terms,context_overlap_terms,support_types,doc_mention_snippet,doc_mention_ref_hit,doc_mention_aliases,recommendation_paper_excerpt,extraction_note,pair_reliability_label,pair_reliability_reason,reliability_weight,pairing_basis_summary
R005,Use biobased or biodegradable materials where appropriate,materials,659-788,1) BIOBASED OR BIODEGRADABLE MATERIALS,38,CSDDD,Directive,2024,"[38] (2024). European Union, Directive (EU) 2024/1760 of the European Parliament and of the Council of 13 June 2024 on Corporate Sustainability Due Diligence and Amending Directive (EU) 2019/1937 and Regulation (EU) 2023/2859. Accessed: May 5, 2025. [Online]. Available: https://eurlex.europa.eu/eli/dir/2024/1760/oj/eng",-2.0,False,,"5,10,12,39,45,62,76,77,78,79,80,81,82",,,,"Additionally, the Directive on Corporate Sustainability Due Diligence (CSDDD) mandates large companies to identify, prevent, mitigate, and account for human rights and environmental impacts throughout their value chains [38].",True,CSDDD; Corporate Sustainability Due Diligence,"1) BIOBASED OR BIODEGRADABLE MATERIALS The use of biobased, renewable, bioderived, and biodegradable materials when possible can be advantageous for sustainability [12], as these feedstocks can reduce plastic waste, carbon dioxide (CO2 ) emissions, and reliance on fossil fuels [45]. For example, a cradle-to-grave study by Sudheshwar et al. highlights the potential of wood-derived polymers to outperform common fossil-based polymers environmentally. The lowest carbon footprint reported for 1 kg of lignin (−2.06 kg CO2 eq.) is 10.29 kg CO2 eq. lower than the lowest footprint of polyamide (8.23 kg",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R005,Use biobased or biodegradable materials where appropriate,materials,659-788,1) BIOBASED OR BIODEGRADABLE MATERIALS,25,EU Chips Act,Regulation,2023,"[25] (2023). European Union, Regulation (EU) 2023/1781 of the European Parliament and of the Council of 13 September 2023 Establishing a Framework of Measures for Strengthening Europe’s Semiconductor Ecosystem and Amending Regulation (EU) 2021/694 (Chips Act). Accessed: Feb. 4, 2025. [Online]. Available: http://data.europa.eu/eli/reg/2023/1781/oj/eng",-3.0,False,,"5,10,12,39,45,62,76,77,78,79,80,81,82",,,,"Beyond the sustainability aspects, the electronic industry is called to find innovative solutions to achieve two important economic objectives, insourcing of electronic supply chains after decades of outsourcing to Asia [25], and reducing reliance on critical raw materials [26].",True,,"1) BIOBASED OR BIODEGRADABLE MATERIALS The use of biobased, renewable, bioderived, and biodegradable materials when possible can be advantageous for sustainability [12], as these feedstocks can reduce plastic waste, carbon dioxide (CO2 ) emissions, and reliance on fossil fuels [45]. For example, a cradle-to-grave study by Sudheshwar et al. highlights the potential of wood-derived polymers to outperform common fossil-based polymers environmentally. The lowest carbon footprint reported for 1 kg of lignin (−2.06 kg CO2 eq.) is 10.29 kg CO2 eq. lower than the lowest footprint of polyamide (8.23 kg",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,31,RoHS Directive,Directive,2011,"[31] (2011). European Union, Directive 2011/65/EU of the European Parliament on the Restriction of the Use of Certain Hazardous Substances in Electrical and Electronic Equipment (ROHS). Accessed: Jan. 17, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2011/65/2016-0715/eng",7.7,False,,"45,83,84,85,86,87,88",hazardou; substanc; toxicity,hazardou; substanc,theme_overlap; paper_doc_context_overlap; stage_prior,"ESPR also interfaces with other EU regulations, such as the Extended Producer Responsibility (EPR) environmental policy [30], the Restriction of Hazardous Substances (RoHS) Directive [31], the New Batteries and Waste Batteries Regulation [32], and the Waste Electrical and Electronic Equipment Directive (WEEE) [7].",True,RoHS; ROHS; Restriction of Hazardous Substances,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,medium,Indirect but strong linkage: thematic overlap plus supporting document context in the paper and/or lifecycle-policy prior.,0.75,theme overlap: hazardou; substanc; toxicity; paper context overlap: hazardou; substanc; lifecycle/policy prior match
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,27,Chemicals Strategy for Sustainability,Commission communication,2020,"[27] (2020). European Union, Chemicals Strategy for Sustainability Towards a Toxic-Free Environment. Accessed: Jan. 17, 2025. [Online]. Available: https://eur-lex.europa.eu/legal-content/EN/TXT/?uri= CELEX%3A52020DC0667&qid=1746439390567",6.1,False,,"45,83,84,85,86,87,88",hazardou; substanc; toxicity,,theme_overlap; stage_prior,"Furthermore, the European Chemicals Strategy for Sustainability aims to further climate neutrality, a circular economy, and zero pollution for chemicals [27].",True,Chemicals Strategy for Sustainability,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,medium,Indirect but strong linkage: thematic overlap plus supporting document context in the paper and/or lifecycle-policy prior.,0.75,theme overlap: hazardou; substanc; toxicity; lifecycle/policy prior match
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,8,ESPR (Ecodesign for Sustainable Products Regulation),Regulation,2024,"[8] (2024). European Union, Regulation (EU) 2024/1781 of the European Parliament and of the Council of 13 June 2024 Establishing a Framework for the Setting of Ecodesign Requirements for Sustainable Products, Amending Directive (EU) 2020/1828 and Regulation (EU) 2023/1542 and Repealing Directive 2009/125/EC. Accessed: Jan. 17, 2025. [Online]. Available: https://eur-lex.europa.eu/eli/reg/2024/1781/oj/eng",2.6,False,,"45,83,84,85,86,87,88",,hazardou; substanc,paper_doc_context_overlap; stage_prior,"the Waste from Electrical and Electronic Equipment Directive or Ecodesign for Sustainable Products Regulation), driving new research into greener electronics [7], [8], although, to date, a common or unified definition of what, exactly, it means for electronics to be more ‘‘green’’ does not clearly exist.",True,Ecodesign for Sustainable Products Regulation,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,paper context overlap: hazardou; substanc; lifecycle/policy prior match
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,7,WEEE Directive,Directive,2012,"[7] European Union, Directive 2012/19/EU of the European Parliament and of the Council on Waste Electrical and Electronic Equipment (WEEE). Accessed: Jan. 17, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2012/19/2018-07-04/eng",2.4,False,,"45,83,84,85,86,87,88",,hazardou; high; substanc,paper_doc_context_overlap,"ESPR also interfaces with other EU regulations, such as the Extended Producer Responsibility (EPR) environmental policy [30], the Restriction of Hazardous Substances (RoHS) Directive [31], the New Batteries and Waste Batteries Regulation [32], and the Waste Electrical and Electronic Equipment Directive (WEEE) [7].",True,WEEE; Waste Electrical and Electronic Equipment Directive,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,paper context overlap: hazardou; high; substanc
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,30,Waste Framework Directive / EPR context,Directive,2008,"[30] (2018). European Union, Directive 2008/98/EC of the European Parliament and of the Council of 19 November 2008 on Waste and Repealing Certain Directives. Accessed: May 5, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2008/98/2018-07-05/eng",2.4,False,,"45,83,84,85,86,87,88",,hazardou; high; substanc,paper_doc_context_overlap,"ESPR also interfaces with other EU regulations, such as the Extended Producer Responsibility (EPR) environmental policy [30], the Restriction of Hazardous Substances (RoHS) Directive [31], the New Batteries and Waste Batteries Regulation [32], and the Waste Electrical and Electronic Equipment Directive (WEEE) [7].",True,EPR; Extended Producer Responsibility,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,paper context overlap: hazardou; high; substanc
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,37,EU Taxonomy for Sustainable Activities,Regulation,2020,"[37] (2020). Regulation (EU) 2020/852 of the European Parliament and of the Council of 18 June 2020 on the Establishment of a Framework to Facilitate Sustainable Investment, and Amending Regulation (EU) 2019/2088. Accessed: May 5, 2025. [Online]. Available: http://data.europa.eu/eli/reg/2020/852/oj/eng",2.1,False,,"45,83,84,85,86,87,88",,alternativ; toxicity,paper_doc_context_overlap; stage_prior,"In a complementary direction, the EU Taxonomy for Sustainable Activities is a science-based classification system that identifies environmentally sustainable economic activities [37].",True,EU Taxonomy; Taxonomy for Sustainable Activities,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,paper context overlap: alternativ; toxicity; lifecycle/policy prior match
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,32,Battery Regulation,Regulation,2023,"[32] (2023). European Union, Regulation (EU) 2023/1542 of the European Parliament and of the Council of 12 July 2023 Concerning Batteries and Waste Batteries, Amending Directive 2008/98/EC and Regulation (EU) 2019/1020 and Repealing Directive 2006/66/EC. Accessed: Jan. 17, 2025. [Online]. Available: https://eurlex.europa.eu/eli/reg/2023/1542/oj/eng",1.6,False,,"45,83,84,85,86,87,88",,hazardou; substanc,paper_doc_context_overlap,"ESPR also interfaces with other EU regulations, such as the Extended Producer Responsibility (EPR) environmental policy [30], the Restriction of Hazardous Substances (RoHS) Directive [31], the New Batteries and Waste Batteries Regulation [32], and the Waste Electrical and Electronic Equipment Directive (WEEE) [7].",True,Batteries Regulation; waste batteries,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,paper context overlap: hazardou; substanc
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,34,SSbD Framework Recommendation,Commission recommendation,2022,"[34] (2022). European Union, Commission Recommendation (EU) 2022/2510 of 8 December 2022 Establishing a European Assessment Framework for ’Safe and Sustainable by Design’ Chemicals and Materials. Accessed: May 5, 2025. [Online]. Available: https://eur-lex.europa.eu/legalcontent/EN/TXT/?uri=CELEX%3A32022H2510&qid=1746439522087",0.5,False,,"45,83,84,85,86,87,88",,,stage_prior,"To guide ecodesign of materials and chemicals, the Joint Research Centre (JRC) of the European Commission proposed the safe and sustainable by design (SSbD) framework [34].",True,SSbD; safe and sustainable by design,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,lifecycle/policy prior match
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,21,European Green Deal (EP Resolution),Parliament resolution,2020,"[21] (2020). European Union, European Parliament Resolution of 15 January 2020 on the European Green Deal (2019/2956(RSP). Accessed: May 5, 2025. [Online]. Available: https://eur-lex.europa.eu/legalcontent/EN/TXT/?uri=CELEX%3A52020IP0005&qid=1746438016148",-2.0,False,,"45,83,84,85,86,87,88",,,,"SNAPSHOT OF EU SUSTAINABILITY GUIDELINES & REGULATIONS FOR ELECTRONICS With the approval of the EU Green Deal, the EU aims for climate neutrality by 2050 and a 55% emissions reduction by 2030 [21].",True,Green Deal,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,22,Circular Economy Action Plan (CEAP),Commission communication,2020,"[22] (2020). European Union, A New Circular Economy Action Plan for a Cleaner and More Competitive Europe. Accessed: Jan. 17, 2025. [Online]. Available: https://eur-lex.europa.eu/ legal-content/EN/TXT/?uri=celex:52020DC0098 VOLUME 13, 2025 K. Vogel et al.: Defining and Achieving Next-Generation Green Electronics",-2.0,False,,"45,83,84,85,86,87,88",,,,"The EU’s Circular Economy Action Plan promotes durable products, waste reduction, and sustainable practices like reuse and recycling [22].",True,Circular Economy Action Plan,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,26,Critical Raw Materials Act,Regulation,2024,"[26] (2024). European Union, Regulation (EU) 2024/1252 of the European Parliament and of the Council of 11 April 2024 Establishing a Framework for Ensuring a Secure and Sustainable Supply of Critical Raw Materials and Amending Regulations (EU), no. 168/2013, (EU) 2018/858, (EU) 2018/1724 and (EU) 2019/1020. Accessed: May 5, 2025. [Online]. Available: http://data.europa.eu/eli/reg/2024/1252/oj/eng",-2.0,False,,"45,83,84,85,86,87,88",,,,"Finally, the Critical Raw Materials Act, adopted by the EU in May 2024, aims to ensure a secure and sustainable supply of critical raw materials essential for the green and digital transitions [26], supporting research into more green electronics that use fewer critical materials than conventional electronics.",True,Critical Raw Materials Act,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,28,Ecodesign Directive,Directive,2009,"[28] (2009). European Union, Directive 2009/125/EC of the European Parliament and of the Council of 21 October 2009 Establishing a Framework for the Setting of Ecodesign Requirements for EnergyRelated Products. Accessed: Jan. 17, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2009/125/oj/eng",-2.0,False,,"45,83,84,85,86,87,88",,,,"ESPR updates and extends the existing Ecodesign Directive [28], expanding its scope from energy-related products to almost any physical goods placed on the market, with new priority targets including electronic goods (e.",True,Ecodesign Directive,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,29,Right to Repair Directive,Directive,2024,"[29] (2024). European Union, Directive (EU) 2024/1799 of the European Parliament and of the Council of 13 June 2024 on Common Rules Promoting the Repair of Goods and Amending Regulation (EU) 2017/2394 and Directives (EU) 2019/771 and (EU) 2020/1828. Accessed: May 5, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2024/1799/oj/eng",-2.0,False,,"45,83,84,85,86,87,88",,,,"Similarly, the Right to Repair Directive, proposed in March 2023, aims to make repairs more accessible and cost-effective, encouraging a design for repairability approach throughout the product lifecycle [29].",True,Right to Repair Directive; Right to Repair,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,33,Conflict Minerals Regulation,Regulation,2017,"[33] (2017). European Union, Regulation (EU) 2017/821 of the European Parliament and of the Council of 17 May 2017 Laying Down Supply Chain Due Diligence Obligations for Union Importers of Tin, Tantalum and Tungsten, Their Ores, and Gold Originating From Conflict-Affected and High-Risk Areas. Accessed: Jan. 17, 2025. [Online]. Available: http://data.europa.eu/eli/reg/2017/821/oj/eng",-2.0,False,,"45,83,84,85,86,87,88",,,,"Separately, the Conflict Minerals Regulation [33], effective from 2021, applies to the electronics industry by preventing the trade of tin, tantalum, tungsten, and gold (3TG) from financing armed conflict or being mined using forced labor.",True,"Conflict Minerals Regulation; 3TG; tin, tantalum, tungsten, and gold","2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,35,SRIP for Safe and Sustainable Chemicals and Materials,EU strategy/plan,2022,"[35] (2022). European Union, Strategic Research and Innovation Plan for Safe and Sustainable Chemicals and Materials. Accessed: Jan. 17, 2025. [Online]. Available: https://data.europa.eu/doi/10.2777/876851",-2.0,False,,"45,83,84,85,86,87,88",,,,"The SSbD framework supports investment and innovation in sustainable chemicals, integrating with the EU’s research and innovation agenda and Strategic Research and Innovation Plan (SRIP) for chemicals and materials [35].",True,Strategic Research and Innovation Plan; SRIP,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,36,CSRD,Directive,2022,"[36] (2022). European Union, Directive (EU) 2022/2464 of the European Parliament and of the Council of 14 December 2022 Amending Regulation (EU), no. 537/2014, Directive 2004/109/EC, Directive 2006/43/EC and Directive 2013/34/EU, as Regards Corporate Sustainability Reporting. Accessed: May 5, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2022/2464/oj/eng VOLUME 13, 2025",-2.0,False,,"45,83,84,85,86,87,88",,,,Other important EU initiatives include the Corporate Sustainability Reporting Directive (CSRD) which modernizes and strengthens the rules for social and environmental reporting by companies [36].,True,CSRD; Corporate Sustainability Reporting Directive,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,38,CSDDD,Directive,2024,"[38] (2024). European Union, Directive (EU) 2024/1760 of the European Parliament and of the Council of 13 June 2024 on Corporate Sustainability Due Diligence and Amending Directive (EU) 2019/1937 and Regulation (EU) 2023/2859. Accessed: May 5, 2025. [Online]. Available: https://eurlex.europa.eu/eli/dir/2024/1760/oj/eng",-2.0,False,,"45,83,84,85,86,87,88",,,,"Additionally, the Directive on Corporate Sustainability Due Diligence (CSDDD) mandates large companies to identify, prevent, mitigate, and account for human rights and environmental impacts throughout their value chains [38].",True,CSDDD; Corporate Sustainability Due Diligence,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,23,New Industrial Strategy for Europe,Parliament resolution,2020,"[23] (2020). European Union, European Parliament Resolution of 25 November 2020 on a New Industrial Strategy for Europe (2020/2076(INI)). Accessed: Jan. 17, 2025. [Online]. Available: https://eur-lex.europa.eu/ legal-content/EN/TXT/?uri=CELEX%3A52020IP0321&qid= 1746438592305",-3.0,False,,"45,83,84,85,86,87,88",,,,"Complementing this, the European Industrial Strategy and newly-launched Clean Industrial Deal aim to strengthen Europe’s industrial base while driving sustainability and innovation [23], [24].",True,European Industrial Strategy,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,24,Clean Industrial Deal,Commission communication,2025,"[24] (2025). European Union, The Clean Industrial Deal: A Joint Roadmap for Competitiveness and Decarbonisation. Accessed: Jan. 17, 2025. [Online]. Available: https://eur-lex.europa.eu/legalcontent/EN/TXT/?uri=CELEX%3A52025DC0085&qid= 1746438708611",-3.0,False,,"45,83,84,85,86,87,88",,,,"Complementing this, the European Industrial Strategy and newly-launched Clean Industrial Deal aim to strengthen Europe’s industrial base while driving sustainability and innovation [23], [24].",True,Clean Industrial Deal,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
